Media ID,Media Name,Frame ID,Frame Name,Path,Height,Width,Subject_ID
4345462,2022-06-03T16:39:47.MOV,0,11238.jpg,C:/Users/jordan.pierce/Documents/GitHub/Zooniverse/Data/4345462/frames\11238.jpg,1080,1920,98257546
4345462,2022-06-03T16:39:47.MOV,1,11898.jpg,C:/Users/jordan.pierce/Documents/GitHub/Zooniverse/Data/4345462/frames\11898.jpg,1080,1920,98257548
4345462,2022-06-03T16:39:47.MOV,2,13456.jpg,C:/Users/jordan.pierce/Documents/GitHub/Zooniverse/Data/4345462/frames\13456.jpg,1080,1920,98257549
4345462,2022-06-03T16:39:47.MOV,3,13516.jpg,C:/Users/jordan.pierce/Documents/GitHub/Zooniverse/Data/4345462/frames\13516.jpg,1080,1920,98257550
4345462,2022-06-03T16:39:47.MOV,4,13666.jpg,C:/Users/jordan.pierce/Documents/GitHub/Zooniverse/Data/4345462/frames\13666.jpg,1080,1920,98257552
4345462,2022-06-03T16:39:47.MOV,5,14115.jpg,C:/Users/jordan.pierce/Documents/GitHub/Zooniverse/Data/4345462/frames\14115.jpg,1080,1920,98257553
4345462,2022-06-03T16:39:47.MOV,6,16153.jpg,C:/Users/jordan.pierce/Documents/GitHub/Zooniverse/Data/4345462/frames\16153.jpg,1080,1920,98257554
4345462,2022-06-03T16:39:47.MOV,7,17172.jpg,C:/Users/jordan.pierce/Documents/GitHub/Zooniverse/Data/4345462/frames\17172.jpg,1080,1920,98257556
4345462,2022-06-03T16:39:47.MOV,8,17202.jpg,C:/Users/jordan.pierce/Documents/GitHub/Zooniverse/Data/4345462/frames\17202.jpg,1080,1920,98257557
4345462,2022-06-03T16:39:47.MOV,9,17862.jpg,C:/Users/jordan.pierce/Documents/GitHub/Zooniverse/Data/4345462/frames\17862.jpg,1080,1920,98257558
4345462,2022-06-03T16:39:47.MOV,10,18611.jpg,C:/Users/jordan.pierce/Documents/GitHub/Zooniverse/Data/4345462/frames\18611.jpg,1080,1920,98257559
4345462,2022-06-03T16:39:47.MOV,11,18701.jpg,C:/Users/jordan.pierce/Documents/GitHub/Zooniverse/Data/4345462/frames\18701.jpg,1080,1920,98257561
4345462,2022-06-03T16:39:47.MOV,12,18971.jpg,C:/Users/jordan.pierce/Documents/GitHub/Zooniverse/Data/4345462/frames\18971.jpg,1080,1920,98257562
4345462,2022-06-03T16:39:47.MOV,13,19090.jpg,C:/Users/jordan.pierce/Documents/GitHub/Zooniverse/Data/4345462/frames\19090.jpg,1080,1920,98257564
4345462,2022-06-03T16:39:47.MOV,14,19150.jpg,C:/Users/jordan.pierce/Documents/GitHub/Zooniverse/Data/4345462/frames\19150.jpg,1080,1920,98257565
4345462,2022-06-03T16:39:47.MOV,15,19210.jpg,C:/Users/jordan.pierce/Documents/GitHub/Zooniverse/Data/4345462/frames\19210.jpg,1080,1920,98257566
4345462,2022-06-03T16:39:47.MOV,16,19570.jpg,C:/Users/jordan.pierce/Documents/GitHub/Zooniverse/Data/4345462/frames\19570.jpg,1080,1920,98257568
