Media ID,Media Name,Frame ID,Frame Name,Path,Height,Width,Subject_ID
4289054,2022-06-01T16:47:14.MOV,0,0.jpg,C:/Users/jordan.pierce/Documents/GitHub/Zooniverse/Data/4289054/frames\0.jpg,1080,1920,97990903
4289054,2022-06-01T16:47:14.MOV,1,10009.jpg,C:/Users/jordan.pierce/Documents/GitHub/Zooniverse/Data/4289054/frames\10009.jpg,1080,1920,97990904
4289054,2022-06-01T16:47:14.MOV,2,10069.jpg,C:/Users/jordan.pierce/Documents/GitHub/Zooniverse/Data/4289054/frames\10069.jpg,1080,1920,97990905
4289054,2022-06-01T16:47:14.MOV,3,10129.jpg,C:/Users/jordan.pierce/Documents/GitHub/Zooniverse/Data/4289054/frames\10129.jpg,1080,1920,97990906
4289054,2022-06-01T16:47:14.MOV,4,10249.jpg,C:/Users/jordan.pierce/Documents/GitHub/Zooniverse/Data/4289054/frames\10249.jpg,1080,1920,97990907
4289054,2022-06-01T16:47:14.MOV,5,10489.jpg,C:/Users/jordan.pierce/Documents/GitHub/Zooniverse/Data/4289054/frames\10489.jpg,1080,1920,97990908
4289054,2022-06-01T16:47:14.MOV,6,11028.jpg,C:/Users/jordan.pierce/Documents/GitHub/Zooniverse/Data/4289054/frames\11028.jpg,1080,1920,97990909
4289054,2022-06-01T16:47:14.MOV,7,11208.jpg,C:/Users/jordan.pierce/Documents/GitHub/Zooniverse/Data/4289054/frames\11208.jpg,1080,1920,97990910
4289054,2022-06-01T16:47:14.MOV,8,11808.jpg,C:/Users/jordan.pierce/Documents/GitHub/Zooniverse/Data/4289054/frames\11808.jpg,1080,1920,97990911
4289054,2022-06-01T16:47:14.MOV,9,11958.jpg,C:/Users/jordan.pierce/Documents/GitHub/Zooniverse/Data/4289054/frames\11958.jpg,1080,1920,97990912
4289054,2022-06-01T16:47:14.MOV,10,12017.jpg,C:/Users/jordan.pierce/Documents/GitHub/Zooniverse/Data/4289054/frames\12017.jpg,1080,1920,97990913
4289054,2022-06-01T16:47:14.MOV,11,12257.jpg,C:/Users/jordan.pierce/Documents/GitHub/Zooniverse/Data/4289054/frames\12257.jpg,1080,1920,97990914
