Media ID,Media Name,Frame ID,Frame Name,Path,Height,Width,Subject_ID
4361202,2022-06-05T18:16:32.MOV,0,10129.jpg,C:/Users/jordan.pierce/Documents/GitHub/Zooniverse/Data/4361202/frames\10129.jpg,1080,1920,98361837
4361202,2022-06-05T18:16:32.MOV,1,11928.jpg,C:/Users/jordan.pierce/Documents/GitHub/Zooniverse/Data/4361202/frames\11928.jpg,1080,1920,98361838
4361202,2022-06-05T18:16:32.MOV,2,12707.jpg,C:/Users/jordan.pierce/Documents/GitHub/Zooniverse/Data/4361202/frames\12707.jpg,1080,1920,98361839
4361202,2022-06-05T18:16:32.MOV,3,13396.jpg,C:/Users/jordan.pierce/Documents/GitHub/Zooniverse/Data/4361202/frames\13396.jpg,1080,1920,98361840
4361202,2022-06-05T18:16:32.MOV,4,13666.jpg,C:/Users/jordan.pierce/Documents/GitHub/Zooniverse/Data/4361202/frames\13666.jpg,1080,1920,98361841
4361202,2022-06-05T18:16:32.MOV,5,15974.jpg,C:/Users/jordan.pierce/Documents/GitHub/Zooniverse/Data/4361202/frames\15974.jpg,1080,1920,98361842
4361202,2022-06-05T18:16:32.MOV,6,16213.jpg,C:/Users/jordan.pierce/Documents/GitHub/Zooniverse/Data/4361202/frames\16213.jpg,1080,1920,98361843
4361202,2022-06-05T18:16:32.MOV,7,17862.jpg,C:/Users/jordan.pierce/Documents/GitHub/Zooniverse/Data/4361202/frames\17862.jpg,1080,1920,98361844
4361202,2022-06-05T18:16:32.MOV,8,3176.jpg,C:/Users/jordan.pierce/Documents/GitHub/Zooniverse/Data/4361202/frames\3176.jpg,1080,1920,98361845
4361202,2022-06-05T18:16:32.MOV,9,32757.jpg,C:/Users/jordan.pierce/Documents/GitHub/Zooniverse/Data/4361202/frames\32757.jpg,1080,1920,98361846
4361202,2022-06-05T18:16:32.MOV,10,3416.jpg,C:/Users/jordan.pierce/Documents/GitHub/Zooniverse/Data/4361202/frames\3416.jpg,1080,1920,98361847
4361202,2022-06-05T18:16:32.MOV,11,3896.jpg,C:/Users/jordan.pierce/Documents/GitHub/Zooniverse/Data/4361202/frames\3896.jpg,1080,1920,98361848
4361202,2022-06-05T18:16:32.MOV,12,3956.jpg,C:/Users/jordan.pierce/Documents/GitHub/Zooniverse/Data/4361202/frames\3956.jpg,1080,1920,98361849
4361202,2022-06-05T18:16:32.MOV,13,4165.jpg,C:/Users/jordan.pierce/Documents/GitHub/Zooniverse/Data/4361202/frames\4165.jpg,1080,1920,98361850
4361202,2022-06-05T18:16:32.MOV,14,5064.jpg,C:/Users/jordan.pierce/Documents/GitHub/Zooniverse/Data/4361202/frames\5064.jpg,1080,1920,98361851
4361202,2022-06-05T18:16:32.MOV,15,5154.jpg,C:/Users/jordan.pierce/Documents/GitHub/Zooniverse/Data/4361202/frames\5154.jpg,1080,1920,98361852
4361202,2022-06-05T18:16:32.MOV,16,7192.jpg,C:/Users/jordan.pierce/Documents/GitHub/Zooniverse/Data/4361202/frames\7192.jpg,1080,1920,98361853
4361202,2022-06-05T18:16:32.MOV,17,9890.jpg,C:/Users/jordan.pierce/Documents/GitHub/Zooniverse/Data/4361202/frames\9890.jpg,1080,1920,98361854
