Media ID,Media Name,Frame ID,Frame Name,Path,Height,Width,Subject_ID
4376903,2022-06-06T13:59:02.MOV,0,0.jpg,C:/Users/jordan.pierce/Documents/GitHub/Zooniverse/Data/4376903/frames\0.jpg,1080,1920,98370105
4376903,2022-06-06T13:59:02.MOV,1,1168.jpg,C:/Users/jordan.pierce/Documents/GitHub/Zooniverse/Data/4376903/frames\1168.jpg,1080,1920,98370106
4376903,2022-06-06T13:59:02.MOV,2,1558.jpg,C:/Users/jordan.pierce/Documents/GitHub/Zooniverse/Data/4376903/frames\1558.jpg,1080,1920,98370107
4376903,2022-06-06T13:59:02.MOV,3,1618.jpg,C:/Users/jordan.pierce/Documents/GitHub/Zooniverse/Data/4376903/frames\1618.jpg,1080,1920,98370108
4376903,2022-06-06T13:59:02.MOV,4,1738.jpg,C:/Users/jordan.pierce/Documents/GitHub/Zooniverse/Data/4376903/frames\1738.jpg,1080,1920,98370109
4376903,2022-06-06T13:59:02.MOV,5,1978.jpg,C:/Users/jordan.pierce/Documents/GitHub/Zooniverse/Data/4376903/frames\1978.jpg,1080,1920,98370110
4376903,2022-06-06T13:59:02.MOV,6,2157.jpg,C:/Users/jordan.pierce/Documents/GitHub/Zooniverse/Data/4376903/frames\2157.jpg,1080,1920,98370111
4376903,2022-06-06T13:59:02.MOV,7,2877.jpg,C:/Users/jordan.pierce/Documents/GitHub/Zooniverse/Data/4376903/frames\2877.jpg,1080,1920,98370112
4376903,2022-06-06T13:59:02.MOV,8,5364.jpg,C:/Users/jordan.pierce/Documents/GitHub/Zooniverse/Data/4376903/frames\5364.jpg,1080,1920,98370113
4376903,2022-06-06T13:59:02.MOV,9,8541.jpg,C:/Users/jordan.pierce/Documents/GitHub/Zooniverse/Data/4376903/frames\8541.jpg,1080,1920,98370114
4376903,2022-06-06T13:59:02.MOV,10,959.jpg,C:/Users/jordan.pierce/Documents/GitHub/Zooniverse/Data/4376903/frames\959.jpg,1080,1920,98370115
