Media ID,Media Name,Frame ID,Frame Name,Path,Height,Width,Subject_ID
4291234,2022-06-01T17:53:23.MOV,0,10189.jpg,C:/Users/jordan.pierce/Documents/GitHub/Zooniverse/Data/4291234/frames\10189.jpg,1080,1920,97991163
4291234,2022-06-01T17:53:23.MOV,1,10279.jpg,C:/Users/jordan.pierce/Documents/GitHub/Zooniverse/Data/4291234/frames\10279.jpg,1080,1920,97991164
4291234,2022-06-01T17:53:23.MOV,2,11088.jpg,C:/Users/jordan.pierce/Documents/GitHub/Zooniverse/Data/4291234/frames\11088.jpg,1080,1920,97991165
4291234,2022-06-01T17:53:23.MOV,3,11658.jpg,C:/Users/jordan.pierce/Documents/GitHub/Zooniverse/Data/4291234/frames\11658.jpg,1080,1920,97991166
4291234,2022-06-01T17:53:23.MOV,4,12077.jpg,C:/Users/jordan.pierce/Documents/GitHub/Zooniverse/Data/4291234/frames\12077.jpg,1080,1920,97991167
4291234,2022-06-01T17:53:23.MOV,5,1258.jpg,C:/Users/jordan.pierce/Documents/GitHub/Zooniverse/Data/4291234/frames\1258.jpg,1080,1920,97991168
4291234,2022-06-01T17:53:23.MOV,6,1408.jpg,C:/Users/jordan.pierce/Documents/GitHub/Zooniverse/Data/4291234/frames\1408.jpg,1080,1920,97991169
4291234,2022-06-01T17:53:23.MOV,7,1738.jpg,C:/Users/jordan.pierce/Documents/GitHub/Zooniverse/Data/4291234/frames\1738.jpg,1080,1920,97991170
4291234,2022-06-01T17:53:23.MOV,8,1918.jpg,C:/Users/jordan.pierce/Documents/GitHub/Zooniverse/Data/4291234/frames\1918.jpg,1080,1920,97991171
4291234,2022-06-01T17:53:23.MOV,9,239.jpg,C:/Users/jordan.pierce/Documents/GitHub/Zooniverse/Data/4291234/frames\239.jpg,1080,1920,97991172
4291234,2022-06-01T17:53:23.MOV,10,3386.jpg,C:/Users/jordan.pierce/Documents/GitHub/Zooniverse/Data/4291234/frames\3386.jpg,1080,1920,97991173
4291234,2022-06-01T17:53:23.MOV,11,3506.jpg,C:/Users/jordan.pierce/Documents/GitHub/Zooniverse/Data/4291234/frames\3506.jpg,1080,1920,97991174
4291234,2022-06-01T17:53:23.MOV,12,4135.jpg,C:/Users/jordan.pierce/Documents/GitHub/Zooniverse/Data/4291234/frames\4135.jpg,1080,1920,97991175
4291234,2022-06-01T17:53:23.MOV,13,4195.jpg,C:/Users/jordan.pierce/Documents/GitHub/Zooniverse/Data/4291234/frames\4195.jpg,1080,1920,97991176
4291234,2022-06-01T17:53:23.MOV,14,4315.jpg,C:/Users/jordan.pierce/Documents/GitHub/Zooniverse/Data/4291234/frames\4315.jpg,1080,1920,97991177
4291234,2022-06-01T17:53:23.MOV,15,4615.jpg,C:/Users/jordan.pierce/Documents/GitHub/Zooniverse/Data/4291234/frames\4615.jpg,1080,1920,97991178
4291234,2022-06-01T17:53:23.MOV,16,5244.jpg,C:/Users/jordan.pierce/Documents/GitHub/Zooniverse/Data/4291234/frames\5244.jpg,1080,1920,97991179
4291234,2022-06-01T17:53:23.MOV,17,5664.jpg,C:/Users/jordan.pierce/Documents/GitHub/Zooniverse/Data/4291234/frames\5664.jpg,1080,1920,97991180
4291234,2022-06-01T17:53:23.MOV,18,5844.jpg,C:/Users/jordan.pierce/Documents/GitHub/Zooniverse/Data/4291234/frames\5844.jpg,1080,1920,97991181
4291234,2022-06-01T17:53:23.MOV,19,6053.jpg,C:/Users/jordan.pierce/Documents/GitHub/Zooniverse/Data/4291234/frames\6053.jpg,1080,1920,97991182
4291234,2022-06-01T17:53:23.MOV,20,719.jpg,C:/Users/jordan.pierce/Documents/GitHub/Zooniverse/Data/4291234/frames\719.jpg,1080,1920,97991183
4291234,2022-06-01T17:53:23.MOV,21,7312.jpg,C:/Users/jordan.pierce/Documents/GitHub/Zooniverse/Data/4291234/frames\7312.jpg,1080,1920,97991184
4291234,2022-06-01T17:53:23.MOV,22,7552.jpg,C:/Users/jordan.pierce/Documents/GitHub/Zooniverse/Data/4291234/frames\7552.jpg,1080,1920,97991185
4291234,2022-06-01T17:53:23.MOV,23,8001.jpg,C:/Users/jordan.pierce/Documents/GitHub/Zooniverse/Data/4291234/frames\8001.jpg,1080,1920,97991186
4291234,2022-06-01T17:53:23.MOV,24,8811.jpg,C:/Users/jordan.pierce/Documents/GitHub/Zooniverse/Data/4291234/frames\8811.jpg,1080,1920,97991187
4291234,2022-06-01T17:53:23.MOV,25,8871.jpg,C:/Users/jordan.pierce/Documents/GitHub/Zooniverse/Data/4291234/frames\8871.jpg,1080,1920,97991188
4291234,2022-06-01T17:53:23.MOV,26,9290.jpg,C:/Users/jordan.pierce/Documents/GitHub/Zooniverse/Data/4291234/frames\9290.jpg,1080,1920,97991189
4291234,2022-06-01T17:53:23.MOV,27,9830.jpg,C:/Users/jordan.pierce/Documents/GitHub/Zooniverse/Data/4291234/frames\9830.jpg,1080,1920,97991190
